Antibody RRID	Reliability (IF)
HPA010025: AB_1079900	Enhanced
CAB002144: AB_563862, HPA051972: 	Uncertain
HPA020429: AB_1859527, HPA072648: 	Approved
HPA029447: AB_10602302, HPA052235: 	Approved
HPA042418: AB_10797389	Approved
HPA037522: AB_10672494	Approved
HPA029419: AB_10602090, HPA063804: 	Approved
HPA013372: AB_1856670	Approved
HPA015662: AB_1856671, HPA023277: AB_1856672	Supported
HPA064095: , HPA065969: 	Approved
HPA038362: AB_10669524, HPA077752: 	Uncertain
HPA066548: 	Supported
HPA031264: , HPA031265: AB_10610423, HPA031267: 	Approved
HPA076150: , HPA077625: 	Approved
HPA043109: AB_10793941	Approved
HPA008210: , HPA042273: AB_10806234	Uncertain
HPA011765: AB_1079907, HPA046491: 	Supported
HPA029247: AB_10599305, HPA029248: AB_10601855	Supported
HPA060290: 	Supported
HPA006684: 	Supported
HPA024376: AB_1856678	Supported
HPA027259: AB_1856679	Approved
HPA036273: AB_10669985	Approved
HPA037645: AB_10671631, HPA062118: 	Uncertain
HPA047931: 	Approved
HPA070409: 	Approved
HPA041566: AB_10794671, HPA060339: 	Uncertain
HPA047860: , HPA056304: , HPA060310: 	Supported
HPA003459: AB_1856696, HPA005665: AB_1079910	Approved
HPA041128: AB_10796568	Uncertain
CAB017190: , HPA018481: AB_1856684	Enhanced
CAB017633: AB_2301476, HPA003548: AB_1079908	Approved
CAB006855: , HPA021587: AB_1856686, HPA022905: AB_1856687	Supported
CAB016120: AB_628240, HPA029095: , HPA063885: 	Approved
HPA003459: AB_1856696, HPA005665: AB_1079910	Approved
HPA023309: AB_10600093, HPA029524: AB_10601573	Enhanced
HPA005665: AB_1079910, HPA036534: 	Approved
HPA042564: AB_2678054, HPA050627: 	Enhanced
CAB026297: AB_425924, HPA020559: AB_1856701	Enhanced
HPA075271: 	Approved
HPA075271: 	Approved
HPA056613: 	Uncertain
HPA037811: AB_10672726, HPA037812: , HPA074086: 	Enhanced
HPA035738: AB_10672990, HPA035739: AB_10669536	Approved
HPA005974: AB_10603239	Approved
HPA037898: AB_10673649, HPA037899: 	Supported
HPA038970: 	Approved
HPA038970: 	Approved
CAB013211: , CAB016648: AB_1611888, CAB073396: , HPA000927: AB_1844761, HPA001292: AB_1844762	Enhanced
HPA048739: 	Approved
HPA056919: 	Approved
HPA018871: AB_1856724, HPA018882: , HPA052642: AB_2681896	Supported
HPA015480: AB_1855456, HPA059582: 	Supported
HPA052630: , HPA057129: 	Approved
CAB018772: AB_2285759, CAB036006: , CAB036007: , HPA048341: , HPA049988: , HPA055992: 	Approved
CAB009570: AB_2186315, HPA019025: AB_1856726, HPA019132: AB_1856727, HPA020136: AB_1856728	Supported
HPA009668: AB_1079919, HPA012736: AB_1856729	Approved
HPA024200: AB_1856730	Approved
CAB034300: AB_2186486	Approved
HPA030067: 	Approved
CAB008639: AB_1618010, HPA055767: 	Approved
CAB068501: AB_1642775, HPA050039: 	Approved
CAB004441: AB_627757, HPA029198: AB_10601712	Supported
HPA001565: AB_1079924, HPA056092: 	Approved
HPA063323: 	Approved
HPA019021: AB_1856740, HPA020904: AB_1856741	Supported
HPA068262: 	Approved
HPA027344: AB_10601770, HPA028514: AB_10611391	Supported
HPA054814: , HPA070485: 	Enhanced
HPA073659: 	Supported
HPA018191: AB_1856750	Approved
HPA037935: AB_10670534	Approved
HPA058236: , HPA077408: 	Enhanced
CAB005232: AB_2185634, HPA063683: 	Enhanced
HPA049022: , HPA057259: 	Supported
HPA020646: AB_1856752, HPA058376: AB_2683695	Supported
HPA021667: AB_1856753, HPA059412: 	Enhanced
HPA042451: AB_10806239	Approved
HPA003591: AB_1079930, HPA003639: AB_1079931	Approved
HPA024073: AB_1856755, HPA035405: 	Approved
CAB017093: , HPA035574: 	Enhanced
HPA041481: AB_10804004, HPA053546: 	Supported
HPA058111: 	Enhanced
HPA049936: 	Approved
HPA018142: AB_1856757, HPA058484: 	Supported
CAB012190: AB_2186195, HPA071677: 	Approved
HPA057999: 	Supported
HPA063683: 	Supported
HPA024105: , HPA057269: 	Supported
HPA045135: 	Approved
HPA018883: AB_1856763	Supported
HPA000690: AB_1079933, HPA030083: AB_10602183	Enhanced
HPA042843: AB_2678199, HPA049439: AB_2680766	Approved
HPA032054: AB_10602184, HPA032055: 	Supported
HPA050275: 	Enhanced
HPA045028: AB_10965174	Enhanced
HPA041134: , HPA042986: AB_10960386	Supported
HPA028578: AB_10601601, HPA064660: 	Approved
HPA054408: 	Enhanced
HPA034829: AB_10673104, HPA034830: AB_10669680	Supported
HPA036152: , HPA064564: 	Enhanced
HPA035447: , HPA035448: AB_10669904, HPA070388: 	Supported
CAB006268: AB_425459, CAB040552: , HPA011105: AB_1844339, HPA061603: 	Supported
CAB009886: AB_2186937, HPA047513: AB_2680073, HPA054689: AB_2682574	Enhanced
CAB008116: AB_2187070, HPA064870: 	Approved
HPA002652: AB_1079937	Approved
HPA039362: AB_10794089, HPA040063: AB_10795413	Approved
HPA014677: AB_2238986	Approved
HPA019543: AB_1856789, HPA063745: 	Enhanced
HPA018150: AB_1856790, HPA026834: AB_1856791	Approved
HPA008028: AB_1079938, HPA048105: 	Enhanced
HPA015473: AB_1856794, HPA056866: 	Approved
HPA011422: AB_1856795, HPA058656: 	Approved
HPA074790: 	Approved
HPA052590: , HPA053608: 	Approved
HPA017963: AB_10964882	Approved
CAB022085: , CAB025148: , HPA051251: 	Enhanced
HPA008859: , HPA011387: AB_1856744	Supported
HPA006699: , HPA027146: AB_1856745	Supported
HPA046590: 	Approved
HPA045191: AB_10959605	Approved
HPA035501: , HPA069302: , HPA069857: 	Supported
HPA035163: AB_10602397, HPA040817: 	Enhanced
HPA021125: AB_1856803, HPA023086: AB_1856804	Supported
HPA053149: , HPA064908: 	Enhanced
HPA021641: AB_2188702, HPA024553: AB_1856512	Approved
HPA048980: 	Supported
HPA056309: 	Approved
HPA044689: AB_10960838, HPA063674: AB_2685084	Uncertain
HPA076175: 	Approved
HPA051131: 	Approved
HPA005483: AB_1079260	Approved
HPA035722: AB_10670024, HPA064382: 	Approved
HPA001871: AB_1079949, HPA001919: AB_1079947	Enhanced
HPA030182: AB_10670431	Supported
CAB003685: AB_425682, HPA030690: 	Approved
HPA051248: 	Approved
HPA047486: 	Supported
HPA030848: AB_10602398, HPA076219: AB_2686787	Approved
HPA000757: AB_1079951	Approved
HPA036790: AB_10671712	Approved
HPA036445: AB_10670106, HPA057988: 	Enhanced
HPA038067: AB_2675814, HPA038068: AB_10670651	Approved
HPA016424: AB_1856814, HPA058562: 	Supported
HPA042212: AB_10961180, HPA042456: AB_10959746, HPA066168: 	Supported
HPA021485: AB_1856816	Enhanced
CAB010056: AB_628099, HPA026685: AB_1856817, HPA063573: 	Approved
HPA039381: AB_10794635, HPA077877: 	Approved
CAB004650: AB_425966, HPA015608: AB_1845355, HPA019900: AB_1845356	Supported
HPA021438: AB_1856820, HPA024734: AB_1856821	Supported
CAB021892: , HPA003351: AB_1079956, HPA003355: AB_1079954	Supported
HPA036471: AB_10670799	Approved
HPA074783: 	Supported
HPA035903: AB_10696515, HPA058119: 	Enhanced
HPA044822: , HPA048444: 	Supported
HPA038132: AB_10673041, HPA056807: 	Approved
HPA037683: , HPA037684: AB_10672603	Approved
HPA030926: AB_10670148, HPA030927: AB_10669874	Approved
HPA032129: AB_10602796, HPA032130: 	Supported
HPA008174: AB_1856822, HPA017220: 	Approved
HPA003446: AB_1079958	Approved
HPA044453: AB_10962490	Supported
CAB010161: AB_2187742, HPA049911: , HPA052108: 	Supported
CAB005374: AB_632395, CAB016305: AB_628249, HPA001844: AB_1856826	Enhanced
HPA006136: AB_1856827	Approved
HPA031427: , HPA046656: , HPA072448: 	Supported
HPA074146: 	Approved
HPA048876: 	Uncertain
HPA017955: AB_1856828	Uncertain
HPA057381: 	Approved
HPA049752: , HPA050172: 	Approved
HPA054754: 	Approved
HPA058935: 	Approved
HPA051178: 	Approved
HPA041887: AB_10794639	Approved
HPA023314: AB_1856830	Supported
HPA020543: AB_1856833, HPA020549: AB_1856834	Enhanced
HPA009164: AB_1079960, HPA048134: 	Approved
HPA035141: , HPA060931: 	Enhanced
HPA024361: AB_1846030, HPA064939: 	Approved
HPA034854: AB_10964488, HPA034950: 	Approved
HPA042792: AB_10959736	Supported
HPA037690: , HPA037691: 	Approved
HPA051646: , HPA061435: 	Approved
HPA010089: , HPA010565: AB_1079961	Approved
HPA037942: AB_2675748, HPA037943: AB_10671637	Approved
CAB018724: AB_2188865	Approved
CAB069930: AB_1217916, HPA061293: 	Approved
HPA023188: AB_1856856	Approved
CAB025807: , HPA027093: AB_1856858	Supported
HPA052132: , HPA060278: 	Uncertain
HPA053509: 	Supported
HPA012556: AB_1856869	Uncertain
CAB023801: , HPA038211: , HPA078064: 	Approved
HPA038211: , HPA078064: 	Approved
HPA016026: AB_1857321	Approved
HPA045245: , HPA048161: 	Enhanced
HPA024177: AB_1848798, HPA025726: AB_1848800	Approved
HPA024385: AB_1856879	Approved
HPA029295: AB_10610425	Supported
HPA037889: , HPA037890: 	Supported
CAB004506: AB_2187766, HPA047213: AB_2679984, HPA062123: AB_2684689	Enhanced
HPA050329: 	Approved
HPA038167: AB_10675629, HPA057585: 	Approved
CAB020833: , HPA039867: 	Approved
HPA002875: AB_1079974	Approved
HPA024181: AB_1856886, HPA027224: 	Approved
HPA042072: , HPA045480: , HPA074988: 	Supported
HPA047463: 	Uncertain
HPA011548: , HPA048032: 	Approved
CAB003855: AB_365497, HPA006295: AB_1079975, HPA052351: 	Supported
CAB004573: AB_2188600, HPA011165: AB_1856900	Approved
HPA021798: AB_1856911, HPA022002: AB_1856913, HPA022992: AB_1856915	Supported
HPA049729: , HPA071776: 	Supported
CAB037261: AB_1079989, HPA053669: 	Supported
HPA065398: , HPA066693: 	Supported
CAB058690: , HPA001893: AB_1079991	Supported
HPA056958: 	Supported
HPA067988: 	Approved
HPA031794: AB_10602928	Approved
HPA001403: AB_1079993	Approved
HPA045495: AB_10960405	Supported
HPA039272: AB_10805359, HPA039356: AB_10805475, HPA061534: 	Enhanced
CAB025882: , CAB055513: , HPA002969: AB_1079870	Approved
HPA005560: AB_2667360, HPA024045: AB_2671416	Supported
CAB010449: AB_2187342, HPA066567: 	Supported
HPA039208: AB_10795034, HPA040439: AB_10796122	Approved
HPA008472: AB_1856933	Approved
HPA051959: AB_2681672, HPA054419: AB_2682482	Approved
CAB012982: AB_2533076, HPA053745: , HPA058134: 	Supported
CAB013491: AB_2533074, CAB013533: , HPA051196: AB_2681383, HPA054633: AB_2682550	Supported
HPA053746: , HPA058217: 	Approved
HPA035824: AB_10602399, HPA063599: 	Enhanced
HPA051363: , HPA051903: 	Approved
CAB015445: AB_1121905, HPA055945: , HPA061654: 	Approved
HPA019254: AB_1856951, HPA061670: AB_2684581	Supported
HPA021656: AB_1856955	Approved
HPA025966: AB_1856959	Approved
HPA032139: AB_10964213, HPA032140: AB_10962932	Supported
HPA014967: AB_1854503, HPA018107: AB_1854504	Approved
HPA020130: AB_1854502, HPA063697: 	Approved
HPA041138: AB_10794544	Approved
HPA034563: AB_10603887	Approved
HPA041652: AB_10793971	Uncertain
HPA031123: AB_2301872	Supported
HPA014333: , HPA014353: AB_1856968, HPA014736: AB_1856970	Supported
HPA044343: AB_10961771	Supported
HPA059570: , HPA077233: 	Supported
HPA002827: AB_1856974	Approved
HPA047880: AB_10959455, HPA057642: 	Supported
HPA016713: AB_1856978	Supported
CAB017489: AB_2189197, CAB079035: , HPA003324: AB_1856982, HPA071055: 	Enhanced
HPA016860: AB_2189211	Supported
HPA037587: AB_10671876	Approved
HPA065245: 	Supported
HPA040518: AB_10794877	Approved
HPA072719: 	Approved
CAB017490: AB_2189333, HPA021451: AB_1853663	Supported
HPA046986: , HPA060163: 	Approved
HPA054459: , HPA066328: 	Approved
HPA005911: AB_1853659	Approved
HPA075017: 	Approved
HPA049286: 	Approved
HPA050513: 	Approved
HPA044479: 	Supported
HPA047470: 	Approved
HPA073224: 	Supported
HPA029747: AB_10600797, HPA049659: 	Supported
HPA024802: AB_10602892	Approved
HPA006119: AB_1079996, HPA016599: AB_1857005	Approved
HPA038898: AB_10673481	Approved
CAB002573: AB_564088, HPA037467: AB_10795027, HPA037468: AB_10671371	Approved
HPA034963: , HPA034964: AB_2674386	Enhanced
HPA035239: AB_10670587, HPA035240: AB_10604092	Enhanced
HPA041505: , HPA044066: 	Supported
CAB019279: , HPA035834: 	Approved
HPA068288: 	Supported
HPA014697: AB_1844371	Approved
HPA029750: AB_10603888	Approved
CAB015468: , HPA036974: 	Approved
HPA063062: 	Approved
HPA052825: , HPA059314: 	Uncertain
HPA019059: AB_1857017	Approved
HPA039370: AB_10960279	Approved
HPA043400: , HPA045497: 	Uncertain
HPA023048: AB_2301950	Supported
HPA035333: AB_10603028, HPA035334: AB_2674577	Uncertain
HPA018997: AB_1857023	Supported
HPA060316: 	Approved
HPA036243: , HPA044580: AB_10962723	Approved
HPA052708: , HPA060972: 	Supported
HPA016862: AB_1857028, HPA029863: AB_10602893	Supported
HPA014662: AB_10600808	Approved
HPA009675: , HPA050883: 	Supported
HPA028519: AB_10603890, HPA063636: AB_2685068	Enhanced
HPA020381: AB_1857037	Supported
HPA026887: AB_2189921	Supported
HPA069732: 	Supported
HPA045709: AB_10965843	Supported
HPA045260: AB_10962505	Approved
HPA015064: AB_1847691, HPA016841: AB_1847690, HPA046835: , HPA071684: 	Enhanced
HPA024763: , HPA047402: 	Supported
HPA069806: 	Approved
HPA051720: 	Approved
HPA027036: AB_1857048	Approved
HPA045680: AB_10963693	Approved
HPA046835: , HPA071684: 	Supported
HPA049449: AB_2680772	Supported
HPA035188: AB_10602400	Approved
HPA065411: 	Approved
HPA050821: 	Approved
HPA039601: , HPA071582: 	Supported
HPA014674: AB_1859512	Approved
HPA046835: , HPA071684: 	Supported
HPA046388: , HPA058261: 	Approved
HPA046388: , HPA058261: 	Approved
HPA046835: , HPA071684: 	Supported
HPA041654: AB_10796350	Approved
HPA029893: AB_10600809	Supported
HPA041957: AB_10795646, HPA058090: AB_2683602	Approved
HPA048363: AB_2680371	Uncertain
HPA051485: 	Approved
HPA076520: 	Approved
HPA006935: AB_1080003, HPA067508: 	Enhanced
CAB009771: AB_2270540, HPA007293: AB_1857062	Supported
HPA008987: AB_1857065	Approved
HPA018168: AB_1857077	Uncertain
HPA046085: , HPA054976: , HPA057905: 	Supported
HPA052829: 	Approved
CAB002759: , HPA031345: , HPA058494: 	Enhanced
HPA041015: 	Approved
HPA042960: , HPA071184: 	Uncertain
HPA031593: AB_10600810, HPA031594: 	Supported
HPA006584: AB_1849755	Approved
HPA006539: AB_1078984	Approved
CAB010444: AB_641068, HPA028997: 	Supported
CAB002763: , HPA006539: AB_1078984	Approved
HPA063050: 	Approved
HPA011935: AB_1849760	Approved
HPA015275: AB_1857083, HPA049000: 	Supported
HPA017979: AB_1857085	Approved
CAB079044: , HPA060505: , HPA067637: 	Approved
HPA035373: AB_10794630	Supported
HPA055032: , HPA057328: 	Enhanced
HPA018034: AB_1857089	Supported
HPA014861: AB_1857098	Approved
HPA042430: AB_10806238, HPA060345: 	Approved
HPA051255: , HPA077175: 	Approved
HPA037989: AB_10670536	Supported
HPA036087: AB_10604093	Supported
HPA062210: 	Approved
HPA035519: AB_10601487, HPA057964: 	Approved
HPA048655: , HPA057418: 	Approved
HPA029638: AB_10602402	Approved
HPA064001: 	Supported
HPA027011: 	Supported
HPA064047: 	Supported
HPA030431: AB_10601716, HPA067497: 	Approved
HPA016570: AB_2190214, HPA062214: 	Enhanced
HPA062711: 	Uncertain
HPA045641: , HPA062711: 	Uncertain
HPA049558: 	Approved
HPA019576: AB_2190216	Approved
HPA048185: , HPA050695: , HPA060150: 	Approved
HPA051327: , HPA061582: 	Approved
HPA043853: AB_10963083	Approved
HPA034828: AB_2674350, HPA049229: AB_2680682	Uncertain
HPA034655: AB_10696359	Approved
HPA052054: , HPA064728: 	Supported
HPA017887: AB_2190238	Approved
HPA038939: , HPA038940: 	Approved
HPA021374: AB_1853858, HPA023161: AB_2190402, HPA024631: AB_1853860	Enhanced
HPA035180: AB_10669901	Approved
HPA031871: 	Approved
HPA047411: AB_10964355	Approved
HPA018508: AB_2190518	Approved
HPA041777: AB_10796782	Approved
HPA043785: AB_10961859, HPA061702: 	Supported
HPA036512: , HPA036513: AB_10670801, HPA066087: 	Approved
HPA021455: 	Approved
HPA016508: AB_1857148	Approved
HPA030489: AB_10601488, HPA073231: 	Approved
HPA042139: AB_10793875, HPA058526: 	Approved
HPA018423: AB_1857154	Approved
HPA042377: 	Uncertain
HPA053999: 	Supported
HPA007921: AB_1080007, HPA075390: 	Approved
HPA038360: , HPA071102: 	Approved
CAB010455: AB_638288, HPA017980: 	Supported
HPA065634: 	Approved
HPA014721: , HPA015138: AB_1857160	Approved
HPA045847: 	Supported
HPA018813: AB_1857164, HPA018826: AB_1857165	Approved
HPA030551: AB_10604094, HPA077244: 	Approved
HPA064714: 	Supported
HPA003228: AB_1080009, HPA070799: 	Approved
HPA047455: , HPA051011: AB_2681309	Approved
HPA019073: AB_1857177, HPA019075: AB_1857179	Approved
HPA023154: AB_2191204	Approved
CAB011614: AB_2270597	Supported
HPA039930: AB_10673263	Approved
HPA065396: , HPA073994: 	Supported
HPA018120: AB_1857186, HPA058377: 	Uncertain
HPA036679: 	Supported
HPA019339: AB_1844825	Approved
HPA063498: 	Approved
CAB022494: , HPA035857: AB_10795135	Supported
HPA077895: 	Approved
HPA008398: , HPA008533: AB_1854824	Approved
CAB015467: , HPA051805: , HPA055106: 	Approved
HPA035331: AB_10601489	Approved
HPA029791: AB_10601892	Approved
HPA036958: AB_10672343	Approved
HPA046105: 	Approved
HPA050263: 	Approved
CAB022293: , HPA013341: AB_1849509	Uncertain
HPA037981: AB_10671383	Uncertain
HPA034973: AB_10610427	Approved
HPA036449: , HPA052726: 	Supported
HPA003193: AB_2190122	Approved
HPA008609: AB_1857190	Approved
HPA076812: 	Supported
HPA007663: AB_1857194, HPA008044: AB_1857192	Approved
CAB078195: , HPA004057: AB_1080012, HPA076311: 	Approved
CAB016249: AB_627402, CAB078172: , HPA012763: , HPA013602: AB_1847484	Approved
HPA054723: , HPA071354: , HPA074728: 	Supported
HPA015028: AB_1857200, HPA016488: AB_1857202	Approved
HPA013977: AB_1849835	Approved
HPA041884: AB_10794494, HPA057036: 	Uncertain
HPA064215: 	Approved
HPA045929: 	Approved
HPA009277: 	Supported
HPA052673: , HPA056077: 	Supported
HPA050713: 	Approved
HPA041533: AB_10794298	Approved
CAB022694: , HPA070007: 	Supported
CAB022371: , HPA048532: AB_2680431, HPA052891: AB_2681981	Supported
HPA035121: AB_10602894, HPA035122: 	Supported
HPA036493: AB_10673353, HPA036669: AB_10670843	Supported
CAB001962: , HPA009672: AB_1857215, HPA027247: AB_10601162	Approved
HPA001672: AB_1080017, HPA066520: 	Supported
HPA036096: 	Approved
HPA041004: AB_10794433, HPA041329: AB_10794373	Approved
HPA059445: , HPA059590: 	Supported
HPA048938: , HPA075385: 	Supported
HPA058971: , HPA065520: 	Supported
HPA047008: 	Approved
HPA071152: 	Supported
HPA004943: AB_1854758, HPA050892: 	Supported
HPA030669: AB_10601163, HPA030670: AB_10670033	Supported
HPA058249: 	Approved
HPA025062: AB_1857220	Supported
HPA040793: AB_10796560, HPA054213: 	Approved
HPA038499: AB_10672520, HPA057568: 	Supported
HPA023030: AB_1856613, HPA062062: 	Enhanced
HPA022532: AB_1856615, HPA023064: AB_1856616	Approved
HPA017760: AB_2189993	Approved
HPA054956: 	Approved
HPA020291: AB_1845563	Supported
HPA006879: AB_1078197	Approved
HPA051630: 	Supported
HPA017636: AB_1857232, HPA048042: 	Approved
HPA000431: 	Uncertain
HPA013843: AB_1857233	Supported
HPA014491: AB_10601603, HPA014513: 	Supported
HPA015757: AB_1857236	Approved
HPA002357: AB_1080023, HPA002358: AB_1080021	Approved
CAB011628: AB_2195046	Approved
CAB002303: AB_564008, HPA027774: AB_10602405	Approved
HPA040256: AB_10674990, HPA040381: 	Enhanced
HPA035907: AB_10671717, HPA058120: 	Approved
HPA047038: 	Approved
HPA047038: 	Approved
HPA049421: , HPA066238: 	Supported
HPA046372: 	Approved
CAB005389: AB_656608	Supported
CAB025507: , CAB073546: , HPA067203: 	Supported
CAB008094: AB_2302271, CAB069409: AB_1622941, HPA046386: , HPA067203: 	Enhanced
HPA019154: AB_1853480	Supported
HPA058931: 	Supported
HPA061917: 	Supported
CAB026212: , HPA028897: AB_10600811	Supported
CAB009119: AB_2286517, HPA031162: 	Supported
HPA039711: AB_10674985	Supported
HPA030574: AB_10601589	Approved
HPA003335: AB_1080024, HPA064712: 	Supported
CAB037276: AB_477083, HPA029981: AB_10602406	Approved
CAB004208: AB_626762	Supported
CAB005227: AB_2191863, HPA008751: AB_1857268	Supported
HPA016737: AB_1857271	Enhanced
CAB009196: AB_2191983, HPA018248: AB_1851162, HPA019127: AB_1851165	Supported
CAB011576: AB_2191988, CAB016336: AB_671095, HPA024352: AB_1857274, HPA026853: AB_10603030	Enhanced
CAB004321: AB_2286337, HPA021213: AB_1857275, HPA061788: 	Enhanced
HPA004101: AB_1080026	Supported
HPA059934: , HPA061348: 	Enhanced
HPA063955: , HPA065517: 	Enhanced
CAB037318: AB_476780, HPA003916: AB_1857279	Supported
CAB025404: , HPA005499: AB_1080028	Enhanced
HPA001500: AB_1080030	Supported
HPA071309: 	Supported
HPA037411: AB_10671753, HPA043206: 	Supported
CAB055509: , HPA029449: AB_10603891	Supported
HPA054900: 	Supported
CAB037186: AB_1080031, HPA035057: , HPA042733: 	Supported
HPA039441: AB_10671042	Approved
HPA021557: AB_1857283, HPA024646: AB_1857284	Enhanced
HPA032117: AB_10601093, HPA060340: 	Supported
HPA006870: AB_1079725, HPA031623: , HPA073972: 	Supported
HPA072651: 	Uncertain
